id,country,grant_year,year_actual,cowcode,grant,recipient,subgrantee,prevention,protection,prosecution,research,amount,region1,region2,recipient_type
886,Denmark,2003,2003-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,South America,
887,Denmark,2004,2004-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
888,Denmark,2005,2005-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
889,Denmark,2006,2006-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
890,Denmark,2007,2007-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,East Asia and Pacific Islands Regional,
891,Denmark,2008,2008-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
892,Denmark,2009,2009-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
893,Denmark,2010,2010-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
894,Denmark,2011,2011-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
895,Denmark,2012,2012-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
896,Denmark,2013,2013-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
897,Denmark,2014,2014-01-01,390,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
898,Djibouti,2001,2001-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
899,Djibouti,2002,2002-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
900,Djibouti,2003,2003-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
901,Djibouti,2004,2004-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
902,Djibouti,2005,2005-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
903,Djibouti,2006,2006-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
904,Djibouti,2007,2007-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
905,Djibouti,2008,2008-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
906,Djibouti,2009,2009-01-01,522,1.0,"DOJ, OPDAT",NA,0.0,0.0,1.0,0.0,28e4,NA,NA,Government
907,Djibouti,2010,2010-01-01,522,1.0,IOM,NA,0.0,1.0,1.0,0.0,285e3,NA,NA,IGO
908,Djibouti,2011,2011-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
909,Djibouti,2012,2012-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
910,Djibouti,2013,2013-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
911,Djibouti,2014,2014-01-01,522,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
912,DomRep,2001,2001-01-01,42,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
913,DomRep,2002,2002-01-01,42,1.0,IOM,NA,1.0,1.0,0.0,0.0,NA,NA,Southeast and East Europe,IGO
914,DomRep,2002,2002-01-01,42,1.0,ILO/IPEC,NA,1.0,1.0,0.0,0.0,NA,NA,Global,IGO
915,DomRep,2003,2003-01-01,42,1.0,Fundacion Institucionalidad y Justicia (FINJUS),NA,0.0,0.0,1.0,0.0,61915.0,NA,NA,NGO
916,DomRep,2004,2004-01-01,42,1.0,IOM,NA,1.0,1.0,0.0,0.0,15e4,NA,NA,IGO
917,DomRep,2004,2004-01-01,42,1.0,ILO,NA,1.0,1.0,1.0,0.0,9e5,NA,NA,IGO
918,DomRep,2004,2004-01-01,42,1.0,Foundation for Institutionality and Justice,NA,1.0,1.0,1.0,0.0,1e5,NA,NA,NPO
919,DomRep,2005,2005-01-01,42,1.0,IOFA,NA,1.0,1.0,1.0,0.0,159972.0,NA,NA,NPO
920,DomRep,2006,2006-01-01,42,1.0,"ILO, International Program on the Elimination of Child Labor",NA,1.0,1.0,0.0,0.0,27e5,NA,NA,IGO
921,DomRep,2006,2006-01-01,42,1.0,ACILS,NA,1.0,1.0,1.0,0.0,16e4,NA,NA,NPO
922,DomRep,2006,2006-01-01,42,1.0,IOM,NA,1.0,1.0,0.0,0.0,85e3,NA,NA,IGO
923,DomRep,2007,2007-01-01,42,1.0,"DevTech Systems, Inc. in an Association with EDUCA and INTEC (Instituto Tecnologico de Santo Domingo)",NA,1.0,1.0,0.0,0.0,4e6,NA,Africa Regional,Private Firm
924,DomRep,2007,2007-01-01,42,1.0,IOM,NA,1.0,1.0,0.0,1.0,2e5,NA,NA,IGO
925,DomRep,2008,2008-01-01,42,1.0,Fundacion Institucionalidad y Justicia (FINJUS),NA,1.0,0.0,0.0,0.0,15e4,NA,NA,NGO
926,DomRep,2008,2008-01-01,42,1.0,Not Listed,NA,NA,NA,NA,NA,2e5,NA,NA,Neither
927,DomRep,2008,2008-01-01,42,1.0,IOM,NA,1.0,1.0,0.0,1.0,32e4,NA,South Asia Regional,IGO
928,DomRep,2009,2009-01-01,42,1.0,IOM,NA,1.0,0.0,0.0,0.0,62e3,NA,Latin America and Caribbean Regional,IGO
929,DomRep,2009,2009-01-01,42,1.0,IOM,NA,1.0,1.0,1.0,0.0,315e3,NA,NA,IGO
930,DomRep,2009,2009-01-01,42,1.0,Solidarity Center,NA,1.0,0.0,0.0,0.0,7950.0,NA,NA,NPO
931,DomRep,2010,2010-01-01,42,1.0,American Center for International Labor Solidarity (Solidarity Center),NA,1.0,1.0,0.0,0.0,4e5,NA,Central America and the Caribbean,NPO
932,DomRep,2010,2010-01-01,42,1.0,IOM,NA,1.0,1.0,0.0,1.0,25e4,NA,Southern Africa,IGO
933,DomRep,2012,2012-01-01,42,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
934,DomRep,2013,2013-01-01,42,1.0,International Justice Mission (IJM),NA,0.0,0.0,1.0,0.0,75e4,NA,West Africa,NPO
935,DomRep,2014,2014-01-01,42,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
936,Dominica,2001,2001-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
937,Dominica,2002,2002-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,South America,
938,Dominica,2003,2003-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,West Africa,
939,Dominica,2004,2004-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
940,Dominica,2005,2005-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
941,Dominica,2006,2006-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
942,Dominica,2007,2007-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
943,Dominica,2008,2008-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
944,Dominica,2009,2009-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
945,Dominica,2010,2010-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
946,Dominica,2011,2011-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
947,Dominica,2012,2012-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
948,Dominica,2013,2013-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
949,Dominica,2014,2014-01-01,54,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
950,East Asia and Pacific Islands,2002,2002-01-01,NA,1.0,"IOM, Royal Thai Government",NA,0.0,0.0,1.0,0.0,NA,East Asia and Pacific Islands Regional,NA,IGO
951,East Asia and Pacific Islands,2002,2002-01-01,NA,1.0,UNODCCP/Crime Center,NA,0.0,0.0,1.0,0.0,NA,East Asia and Pacific Islands Regional,NA,IGO
952,East Asia and Pacific Islands,2002,2002-01-01,NA,1.0,Academy for Educational Development (AED),NA,1.0,1.0,1.0,0.0,NA,East Asia and Pacific Islands Regional,NA,NPO
953,East Asia and Pacific Islands,2003,2003-01-01,NA,1.0,IOM,NA,1.0,1.0,0.0,0.0,364248.0,Mekong Region,NA,IGO
954,East Asia and Pacific Islands,2003,2003-01-01,NA,1.0,Meridian International Center,NA,1.0,1.0,0.0,0.0,129277.0,East Asia and Pacific Islands Regional,NA,NPO
955,East Asia and Pacific Islands,2004,2004-01-01,NA,1.0,IOM,NA,1.0,1.0,0.0,0.0,231026.0,East Asia and Pacific Islands Regional,NA,IGO
956,East Asia and Pacific Islands,2004,2004-01-01,NA,1.0,Academy for Educational Development (AED),NA,1.0,0.0,0.0,0.0,37959.0,East Asia and Pacific Islands Regional,NA,NPO
957,East Asia and Pacific Islands,2004,2004-01-01,NA,1.0,World Vision,TBD,1.0,0.0,0.0,0.0,477196.0,Mekong Region,NA,NPO
958,East Asia and Pacific Islands,2004,2004-01-01,NA,1.0,IOM,NA,1.0,1.0,0.0,0.0,368e3,Mekong Region,NA,IGO
959,East Asia and Pacific Islands,2004,2004-01-01,NA,1.0,"Development Alternatives, Inc. (DAI)",NA,1.0,1.0,1.0,0.0,2e5,Mekong Region,NA,Private Firm
960,East Asia and Pacific Islands,2004,2004-01-01,NA,1.0,IOM,NA,1.0,1.0,0.0,0.0,9e5,East Asia and Pacific Islands,NA,IGO
961,East Asia and Pacific Islands,2005,2005-01-01,NA,1.0,IOM,NA,0.0,1.0,0.0,1.0,287286.0,Mekong Region,NA,IGO
962,East Asia and Pacific Islands,2005,2005-01-01,NA,1.0,World Vision,NA,1.0,1.0,1.0,0.0,452402.0,Mekong Region,NA,NPO
963,East Asia and Pacific Islands,2006,2006-01-01,NA,1.0,AED,NA,NA,NA,NA,NA,133e3,East Asia and Pacific Islands Regional,NA,NPO
964,East Asia and Pacific Islands,2006,2006-01-01,NA,1.0,USAID,"MTV Europe Foundation, MTV Networks Asia",1.0,0.0,0.0,0.0,25e3,East Asia and Pacific Islands Regional,NA,IGO
965,East Asia and Pacific Islands,2006,2006-01-01,NA,1.0,IOM,NA,1.0,1.0,0.0,1.0,5e5,East Asia and Pacific Islands Regional,NA,IGO
966,East Asia and Pacific Islands,2006,2006-01-01,NA,1.0,Interagency Agreement (IAA) INL-DOJ,NA,0.0,1.0,1.0,0.0,2e5,East Asia and Pacific Islands Regional,NA,Government
967,East Asia and Pacific Islands,2006,2006-01-01,NA,1.0,IOM,NA,0.0,1.0,0.0,1.0,2e5,East Asia and Pacific Islands Regional,NA,IGO
968,East Asia and Pacific Islands,2006,2006-01-01,NA,1.0,Vital Voices,NA,0.0,0.0,0.0,1.0,5e4,Southeast Asia,NA,NPO
969,East Asia and Pacific Islands,2006,2006-01-01,NA,1.0,"MTV Europe Foundation, MTV Networks Asia",NA,1.0,0.0,0.0,0.0,3087875.0,Southeast Asia,NA,NPO
970,East Asia and Pacific Islands,2006,2006-01-01,NA,1.0,Rutgers University,NA,0.0,0.0,0.0,1.0,284287.0,East Asia and Pacific Islands Regional and USA,NA,University
971,East Asia and Pacific Islands,2007,2007-01-01,NA,1.0,ILO,NA,1.0,0.0,1.0,0.0,2e5,East Asia and Pacific Islands Regional,NA,IGO
972,East Asia and Pacific Islands,2007,2007-01-01,NA,1.0,IOM,NA,0.0,1.0,0.0,1.0,292e3,Mekong Region,NA,IGO
973,East Asia and Pacific Islands,2008,2008-01-01,NA,1.0,Harvard School of Public Health,NA,0.0,0.0,0.0,1.0,165e3,East Asia and Pacific Islands Regional,NA,University
974,East Asia and Pacific Islands,2008,2008-01-01,NA,1.0,International Catholic Migration Commission (ICMC),NA,0.0,1.0,0.0,0.0,205e3,East Asia and Pacific Islands Regional,"Central America, South America, and Mexico",NGO
975,East Asia and Pacific Islands,2008,2008-01-01,NA,1.0,IOM,NA,0.0,0.0,1.0,0.0,2e5,East Asia and Pacific Islands Regional,East Asia and Pacific Islands Regional,IGO
976,East Asia and Pacific Islands,2008,2008-01-01,NA,1.0,United Nations Inter-Agency Project on Human Trafficking (UNIAP),NA,0.0,0.0,1.0,0.0,245e3,East Asia and Pacific Islands Regional,NA,IGO
977,East Asia and Pacific Islands,2008,2008-01-01,NA,1.0,IOM,NA,0.0,1.0,0.0,1.0,3e5,Mekong Region,NA,IGO
978,East Asia and Pacific Islands,2009,2009-01-01,NA,1.0,ASEAN & ASEAN-US Technical Assistance and Training Facility,NA,NA,NA,NA,NA,115e3,East Asia and Pacific Islands Regional,NA,IGO
979,East Asia and Pacific Islands,2009,2009-01-01,NA,1.0,IOM,NA,0.0,1.0,0.0,1.0,290343.0,Mekong Region,NA,IGO
980,East Asia and Pacific Islands,2009,2009-01-01,NA,1.0,Regional Development Mission for Asia,MTV Exit,1.0,0.0,0.0,0.0,13e5,East Asia and Pacific Islands Regional,NA,Government
981,East Asia and Pacific Islands,2010,2010-01-01,NA,1.0,International Catholic Migration Commission (ICMC),NA,1.0,1.0,0.0,0.0,485e3,East Asia and Pacific Islands Regional,NA,NGO
982,East Asia and Pacific Islands,2010,2010-01-01,NA,1.0,United Nations Inter-Agency Project on Human Trafficking (UNIAP),NA,1.0,1.0,1.0,0.0,75e4,East Asia and Pacific Islands Regional,Global,IGO
983,East Asia and Pacific Islands,2010,2010-01-01,NA,1.0,IOM,NA,1.0,1.0,0.0,0.0,NA,East Asia,Global,IGO
984,East Asia and Pacific Islands,2010,2010-01-01,NA,1.0,IOM,NA,1.0,1.0,0.0,0.0,NA,Pacific Islands,NA,IGO
985,East Asia and Pacific Islands,2010,2010-01-01,NA,1.0,MTV Exit Foundation,NA,0.0,1.0,0.0,0.0,123e4,East Asia and Pacific Islands,East Asia and Pacific Islands Regional,NPO
986,East Asia and Pacific Islands,2011,2011-01-01,NA,1.0,"Department of State, Bureau of Population,",IOM,0.0,1.0,0.0,0.0,3e5,East Asia and Pacific Islands Regional,East Asia and Pacific Islands Regional,Government
987,East Asia and Pacific Islands,2011,2011-01-01,NA,1.0,National District Attorney's Association,NA,1.0,1.0,1.0,0.0,4e5,East Asia and Pacific Islands Regional,NA,NPO
988,East Asia and Pacific Islands,2012,2012-01-01,NA,1.0,International Organization for Migration (IOM),NA,1.0,0.0,1.0,0.0,5e5,Papua New Guinea,Europe Regional,IGO
989,East Asia and Pacific Islands,2012,2012-01-01,NA,1.0,International Justice Mission (IJM),NA,0.0,1.0,1.0,0.0,6e5,Philippines,NA,NPO
990,East Asia and Pacific Islands,2012,2012-01-01,NA,1.0,American Bar Association Fund for Justice and Education (ABA),NA,1.0,1.0,1.0,1.0,15e4,Solomon Islands,Eastern Europe,NGO
991,East Asia and Pacific Islands,2012,2012-01-01,NA,1.0,New Life Center Foundation (NLCF),NA,1.0,1.0,0.0,0.0,125e3,Thailand,NA,NGO
992,East Asia and Pacific Islands,2012,2012-01-01,NA,1.0,United Nations Office on Drugs and Crime (UNODC),NA,0.0,0.0,1.0,0.0,5e5,Thailand,NA,IGO
993,East Asia and Pacific Islands,2013,2013-01-01,NA,1.0,International Organization for Migration (IOM),NA,1.0,1.0,1.0,1.0,5e5,Indonesia,NA,IGO
994,East Asia and Pacific Islands,2013,2013-01-01,NA,1.0,UNODC,NA,1.0,1.0,1.0,0.0,5e5,Laos,"Jordan, Lebanon, Iraq, Turkey, and Syria",IGO
995,East Asia and Pacific Islands,2013,2013-01-01,NA,1.0,Health Equity Initiatives (HEI),NA,0.0,1.0,0.0,0.0,275e3,Malaysia,NA,NPO
996,East Asia and Pacific Islands,2013,2013-01-01,NA,1.0,Solidarity Center,NA,1.0,0.0,1.0,1.0,35e4,Thailand,NA,NPO
997,East Asia and Pacific Islands,2014,2014-01-01,NA,1.0,Advocates for Public Interest Law (APIL),NA,1.0,0.0,0.0,1.0,4e5,NA,NA,NPO
998,East Asia and Pacific Islands,2014,2014-01-01,NA,1.0,Liberty Asia,NA,0.0,0.0,1.0,1.0,5e5,NA,NA,NGO
999,East Asia and Pacific Islands,2014,2014-01-01,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,South and Central Asia Regional,
1000,East Timor,2001,2001-01-01,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1001,East Timor,2002,2002-01-01,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1002,East Timor,2003,2003-01-01,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1003,East Timor,2004,2004-01-01,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1004,East Timor,2005,2005-01-01,NA,1.0,IOM,Alola Foundation,1.0,0.0,1.0,0.0,15e4,NA,NA,IGO
1005,East Timor,2006,2006-01-01,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1006,East Timor,2007,2007-01-01,NA,1.0,IOM,Alola Foundation,1.0,0.0,1.0,0.0,149500.0,NA,NA,IGO
1007,East Timor,2008,2008-01-01,NA,1.0,IOM/Alola Foundation,NA,0.0,1.0,1.0,0.0,215e3,NA,NA,IGO
1008,East Timor,2009,2009-01-01,NA,1.0,IOM,NA,1.0,1.0,1.0,0.0,295400.0,NA,NA,IGO
1009,East Timor,2010,2010-01-01,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1010,East Timor,2011,2011-01-01,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1011,East Timor,2012,2012-01-01,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1012,East Timor,2013,2013-01-01,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1013,East Timor,2014,2014-01-01,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1014,Ecuador,2001,2001-01-01,130,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1015,Ecuador,2002,2002-01-01,130,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1016,Ecuador,2003,2003-01-01,130,1.0,ILO-IPEC,NA,1.0,1.0,0.0,0.0,2013146.0,NA,NA,IGO
1017,Ecuador,2004,2004-01-01,130,1.0,Government of Ecuador,NA,1.0,1.0,1.0,0.0,8e4,NA,NA,Government
1018,Ecuador,2004,2004-01-01,130,1.0,American Bar Association/Latin America,NA,0.0,0.0,1.0,0.0,370798.0,NA,NA,NGO
1019,Ecuador,2004,2004-01-01,130,1.0,"Defense for Children International, Esquel Foundation",NA,1.0,0.0,1.0,0.0,12e4,NA,Philippines,NGO
1020,Ecuador,2005,2005-01-01,130,1.0,CRS,NA,1.0,1.0,0.0,0.0,8e4,NA,NA,NPO
1021,Ecuador,2005,2005-01-01,130,1.0,American Bar Association,NA,0.0,1.0,1.0,0.0,395942.0,NA,NA,NGO
1022,Ecuador,2005,2005-01-01,130,1.0,"ILO, International Program on the Elimination of Child Labor",NA,1.0,0.0,0.0,0.0,1999796.0,NA,Global,IGO
1023,Ecuador,2005,2005-01-01,130,1.0,Fundacion No Mas Desaparecidos- Gianni Morrone (NMD),NA,1.0,0.0,1.0,1.0,2e5,NA,Global,NPO
1024,Ecuador,2006,2006-01-01,130,1.0,IOM,NA,1.0,1.0,1.0,1.0,25e4,NA,NA,IGO
1025,Ecuador,2006,2006-01-01,130,1.0,TBD,NA,0.0,1.0,0.0,0.0,25e4,NA,NA,Neither
1026,Ecuador,2007,2007-01-01,130,1.0,IOM,NA,0.0,1.0,0.0,0.0,3e5,NA,NA,IGO
1027,Ecuador,2007,2007-01-01,130,1.0,World Learning,NA,1.0,1.0,0.0,0.0,95e3,NA,NA,NPO
1028,Ecuador,2007,2007-01-01,130,1.0,Fundacion Amauta,NA,0.0,1.0,0.0,0.0,86350.0,NA,"Barbados, St. Lucia",NPO
1029,Ecuador,2007,2007-01-01,130,1.0,National Police (COAC and DINAPEN),NA,0.0,0.0,1.0,0.0,105e3,NA,Papua New Guinea,Government
1030,Ecuador,2008,2008-01-01,130,1.0,Post,National Police [Centro de Operaciones Anti-Contrabado (COAC) and Direccion Nacional de Policia Especializada para Ninos Ninas y Adolescentes (DINAPEN)],0.0,0.0,1.0,0.0,6e4,NA,Indonesia,Government
1031,Ecuador,2008,2008-01-01,130,1.0,Ecuadorian National Police Anti-Smuggling Center,NA,1.0,0.0,0.0,0.0,6e4,NA,NA,Government
1032,Ecuador,2009,2009-01-01,130,1.0,"Centro de Operaciones Anti- Contrabado(COAC), Direcction Nacional de Policia Especializada para Ninos Ninos y Adolescentes.",NA,1.0,0.0,1.0,0.0,9e4,NA,NA,Government
1033,Ecuador,2010,2010-01-01,130,1.0,IOM,NA,1.0,1.0,0.0,0.0,9e5,NA,NA,IGO
1034,Ecuador,2011,2011-01-01,130,1.0,Coalition Against Trafficking in Women,NA,1.0,0.0,0.0,0.0,4e5,NA,NA,NGO
1035,Ecuador,2012,2012-01-01,130,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1036,Ecuador,2013,2013-01-01,130,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1037,Ecuador,2014,2014-01-01,130,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1038,Egypt,2001,2001-01-01,651,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Africa Regional,
1039,Egypt,2002,2002-01-01,651,1.0,4 Individuals,NA,1.0,0.0,0.0,0.0,NA,NA,NA,Individual
1040,Egypt,2003,2003-01-01,651,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1041,Egypt,2004,2004-01-01,651,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1042,Egypt,2005,2005-01-01,651,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1043,Egypt,2006,2006-01-01,651,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1044,Egypt,2007,2007-01-01,651,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1045,Egypt,2008,2008-01-01,651,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1046,Egypt,2009,2009-01-01,651,1.0,CRS,NA,1.0,1.0,0.0,0.0,43e4,NA,NA,NPO
1047,Egypt,2010,2010-01-01,651,1.0,"Johns Hopkins University, The Protection Project",NA,1.0,1.0,1.0,0.0,4e5,NA,NA,University
1048,Egypt,2010,2010-01-01,651,1.0,IOM,NA,1.0,1.0,1.0,0.0,2e5,NA,NA,IGO
1049,Egypt,2011,2011-01-01,651,1.0,IOM,NA,0.0,0.0,1.0,0.0,2e5,NA,NA,IGO
1050,Egypt,2011,2011-01-01,651,1.0,International Research and Exchanges Board (IREB),NA,1.0,1.0,1.0,0.0,3e5,NA,NA,NPO
1051,Egypt,2012,2012-01-01,651,1.0,IOM,NA,0.0,1.0,1.0,0.0,4e5,NA,NA,IGO
1052,Egypt,2013,2013-01-01,651,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1053,Egypt,2014,2014-01-01,651,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1054,ElSalvador,2001,2001-01-01,92,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1055,ElSalvador,2002,2002-01-01,92,1.0,The Salvadoran Institute for the Full Development of Children and Adolescents,NA,1.0,1.0,1.0,0.0,NA,NA,NA,Government
1056,ElSalvador,2002,2002-01-01,92,1.0,The Salvadoran Institute for the Full Development of Children and Adolescents,NA,1.0,0.0,0.0,0.0,NA,NA,NA,Government
1057,ElSalvador,2002,2002-01-01,92,1.0,IOM,NA,1.0,1.0,0.0,0.0,NA,NA,NA,IGO
1058,ElSalvador,2003,2003-01-01,92,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1059,ElSalvador,2004,2004-01-01,92,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1060,ElSalvador,2005,2005-01-01,92,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Southeast Europe,
1061,ElSalvador,2006,2006-01-01,92,1.0,"ILO, International Program on the Elimination of Child Labor",NA,1.0,1.0,0.0,0.0,338e4,NA,NA,IGO
1062,ElSalvador,2006,2006-01-01,92,1.0,Save the Children,NA,0.0,1.0,0.0,0.0,16e4,NA,NA,NGO
1063,ElSalvador,2006,2006-01-01,92,1.0,IOM,NA,0.0,1.0,0.0,0.0,1e4,NA,NA,IGO
1064,ElSalvador,2007,2007-01-01,92,1.0,IOM,NA,0.0,1.0,0.0,0.0,79905.0,NA,NA,IGO
1065,ElSalvador,2008,2008-01-01,92,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1066,ElSalvador,2009,2009-01-01,92,1.0,IOM,NA,1.0,1.0,0.0,1.0,5e4,NA,NA,IGO
1067,ElSalvador,2010,2010-01-01,92,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
1068,ElSalvador,2011,2011-01-01,92,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
1069,ElSalvador,2012,2012-01-01,92,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,Global,
1070,ElSalvador,2013,2013-01-01,92,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1071,ElSalvador,2014,2014-01-01,92,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1072,EqGuinea,2001,2001-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1073,EqGuinea,2002,2002-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,"Central America, South America, Caribbean, and Africa",
1074,EqGuinea,2003,2003-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1075,EqGuinea,2004,2004-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1076,EqGuinea,2005,2005-01-01,411,1.0,AF/EX,UNICEF,0.0,1.0,0.0,0.0,8e3,NA,NA,NPO
1077,EqGuinea,2006,2006-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1078,EqGuinea,2007,2007-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1079,EqGuinea,2008,2008-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1080,EqGuinea,2009,2009-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1081,EqGuinea,2010,2010-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1082,EqGuinea,2011,2011-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1083,EqGuinea,2012,2012-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1084,EqGuinea,2013,2013-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1085,EqGuinea,2014,2014-01-01,411,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1086,Eritrea,2001,2001-01-01,531,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1087,Eritrea,2002,2002-01-01,531,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1088,Eritrea,2003,2003-01-01,531,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1089,Eritrea,2004,2004-01-01,531,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1090,Eritrea,2005,2005-01-01,531,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1091,Eritrea,2006,2006-01-01,531,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1092,Eritrea,2007,2007-01-01,531,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1093,Eritrea,2008,2008-01-01,531,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
1094,Eritrea,2009,2009-01-01,531,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,
